gene,Sp1hyp_ES_fpkm,Sp1hyp_Flk_fpkm,Sp1hyp_HE1_fpkm,Sp1hyp_HE2_fpkm,Sp1hyp_prog_fpkm
0610005C13Rik,1.03489485,0.558451,1.011529667,0.9472266,0.497509183
0610007P14Rik,12.90787758,15.85201172,16.43303708,19.7087834,17.41062008
0610009B22Rik,26.93853162,20.04367708,12.14572805,16.27198835,18.50421457
0610009L18Rik,0.808017933,1.0558706,0.559466333,1.295430067,2.429311467
0610009O20Rik,18.08633663,27.86470213,30.38510678,30.14950385,29.42145473
0610010B08Rik,0.001977733,0.00766475,0.048170267,0.045311283,0.1016966
0610010F05Rik,6.663564983,10.53295902,13.6562702,20.63910577,20.07928962
0610010K14Rik,32.66435737,38.03094592,44.07246367,53.76002627,42.74241722
0610012G03Rik,6.458660483,11.20087093,9.707702167,9.068631,11.02692857
0610030E20Rik,4.771899617,7.982581,3.6489113,5.41668425,6.788607817
0610037L13Rik,16.25436415,17.7254999,21.80720355,26.36652383,21.68704457
0610038B21Rik,0.1301898,0.560740567,0.557515817,0.172117233,1.25257355
0610039H22Rik,2.6290804,2.06388575,1.194272883,1.680963117,0.86897225
0610039K10Rik,0.288827767,0.767655017,0.25069845,0.204537633,0.342908717
0610040B10Rik,0.144470367,1.112111367,1.77356585,1.455970483,2.73443615
0610040F04Rik,3.5925498,0.007362317,0.001723592,0.00155065,0.082341492
0610040J01Rik,0.320874633,0.266421883,0.26915455,0.040544033,0.007057617
0610043K17Rik,0.261846567,0.329636567,0.542089817,0.32966695,0.156048425
1010001N08Rik,0,4.440890383,1.31619,0.58767495,0.007057617
1110002J07Rik,1.055398183,0.262778383,0.156022833,0.00155065,0.070714225
1110002L01Rik,17.78965213,11.10313178,3.490554283,5.074353483,8.810278733
1110004E09Rik,14.75797395,13.97533688,13.7843523,15.40875102,14.80657963
1110004F10Rik,41.34322523,64.84864958,58.15829547,62.347244,63.26064883
1110006O24Rik,0.13526865,0.3595852,0.588536367,0.795167983,0.878389767
1110008F13Rik,52.05523307,54.20456623,60.49301448,60.40215855,86.94206223
1110008L16Rik,17.06867367,11.1784644,6.336157883,9.6258868,12.7901025
1110008P14Rik,8.342814017,4.888378883,1.465564233,1.13505475,6.911956833
1110012L19Rik,8.722093317,10.50737343,5.940263333,6.044867817,6.556348567
1110019D14Rik,4.4206646,1.274861683,0.842913183,1.977394717,1.67659425
1110020A21Rik,0.449015133,0.362012383,0.42812905,0.92906155,1.9070714
1110032A03Rik,1.162647517,3.985195483,2.571533167,3.23576025,5.3018298
1110032F04Rik,0.212436533,0.878522433,0.170424033,0.322280467,0.161396133
1110034G24Rik,5.293708917,3.406517733,4.44536105,3.295003083,4.457788
1110037F02Rik,22.23076648,23.05716897,27.60822722,27.8037837,29.2682278
1110038B12Rik,89.22571653,90.9149913,53.80449803,89.05903662,76.13673032
1110038F14Rik,12.40894367,13.8449845,12.19404922,14.01944312,13.19485525
1110051M20Rik,5.827554883,14.29134045,9.74111095,12.59027298,13.86190828
1110058D11Rik,0.621618233,1.393398,3.200832717,6.011530383,7.3579087
1110059E24Rik,16.70038548,21.41749133,16.32656127,16.16092827,13.65583032
1110059G10Rik,1.411415967,2.435016983,2.803115167,3.306093567,4.466749633
1110065P20Rik,6.027866033,9.087053217,12.19068235,10.1907915,7.80543005
1190002N15Rik,11.02053512,9.366176733,8.902334983,6.891808433,5.8634826
1190005I06Rik,10.5105518,0,0.001723592,0.00155065,0.007057617
1190007I07Rik,11.76456892,7.19949105,3.51797475,6.337736967,7.329705717
1300002E11Rik,2.794180867,1.8809838,1.068737167,1.7741552,2.374382117
1300017J02Rik,0.09308255,0.04151765,0.052791067,0.596442717,8.82605835
1500004A13Rik,5.354516733,4.5886842,3.6061032,4.3311563,4.686759
1500009L16Rik,9.739105367,3.600427917,4.181050383,1.815242267,8.141345367
1500011B03Rik,11.32727372,8.215613883,6.927396833,5.54553135,7.135278733
1500011K16Rik,5.918201,3.25241555,4.2364874,5.92557965,7.410055317
1500015A07Rik,5.322007433,5.8518365,4.2580632,4.400392367,5.0824223
1600002H07Rik,12.8185735,14.008179,15.9128287,16.17546473,19.89319982
1600002K03Rik,4.854612483,3.59114295,2.444460367,3.3232194,3.092998
1600012H06Rik,11.47455738,10.029701,9.425649083,6.763609217,6.407975817
1600014C10Rik,1.7604869,1.866581133,2.483144067,2.9399375,3.795966067
1600020E01Rik,9.648164133,8.11396775,8.3421583,9.545596083,12.12262715
1600023N17Rik,0.176596417,0.542161433,0.2285573,0.205777183,0.531774133
1600029I14Rik,0.059611217,0.309083867,0.175462967,0.879073217,0.791071367
1700001D01Rik,0.33627165,1.739313733,1.86715095,0.949440717,0.747208283
1700001G11Rik,0.05132685,0.039323567,0.066418017,0.18321165,1.003019583
1700001G17Rik,0.04843765,0.366996267,0.5068927,0.47234815,0.698342583
1700001K19Rik,0.689969967,1.510308783,1.521904933,1.418614333,1.425230933
1700001K23Rik,0.095779617,0.868807083,1.188989417,1.138470133,1.56618845
1700001L05Rik,7.036000567,0.580934167,0.88797535,0.665565083,0.827305883
1700001P01Rik,0.943001283,0.947873417,1.062902633,1.56307955,0.974090667
1700003E16Rik,0.233721933,0.850850267,0.237309367,0.079960433,0.087037358
1700003F12Rik,0.070762333,0.491112333,0.109354608,0.741734883,0.007057617
1700003M07Rik,0.446014167,0.037746267,0.114082033,0.00155065,0.087177375
1700007J10Rik,0.725219833,1.297066867,1.91367495,1.891846583,1.336126933
1700007K13Rik,5.999966,0.445416017,3.0509232,1.739078067,0.467754833
1700007L15Rik,2.88202095,2.65337115,1.216527817,1.494580467,2.674177717
1700008J07Rik,1.5069272,2.05534565,1.253461617,1.68611605,1.823934033
1700008O03Rik,0.27881635,0.2830562,0.118678342,0.346340267,0.007057617
1700010I14Rik,0.15588735,0.632668483,0.105961158,0.267758083,0.409454317
1700012D01Rik,0.392180267,0.6143454,0.5232956,0.07678785,0.154200325
1700012D14Rik,1.201051083,0.69133605,0.445232117,0.081984467,0.445859658
1700012D16Rik,1.389082367,2.314800983,3.181330533,1.9945747,1.515104433
1700017B05Rik,5.350773383,10.86632565,31.08048585,7.52534,4.944174083
1700017J07Rik,0.7678324,0,0.001723592,0.109197333,0.134026875
1700019A02Rik,5.071546,0.10911065,0.001723592,0.167332117,0.007057617
1700019D03Rik,18.55933548,0.765029883,0.001723592,0.53914025,0.495815817
1700019E08Rik,0.741709483,0.015789783,0.001723592,0.00155065,0.007057617
1700020A23Rik,0,0.1623389,0.514045517,0.7591585,0.735400017
1700020D05Rik,0.596515567,0.7602752,0.38888425,0.6014936,0.4455864
1700020I14Rik,26.28249903,49.79908465,40.69334808,38.63372585,47.8376164
1700020L24Rik,0.006178133,0,0.322482375,0.34587355,0.007057617
1700021F05Rik,31.05514785,18.21489355,11.06932168,15.49581752,17.58075483
1700022H01Rik,0.525975983,0.452676517,0.084553017,0.440762417,1.00462355
1700022I11Rik,0.016544433,0.230889083,1.402590533,1.580028717,2.056509883
1700025G04Rik,0.31145965,3.0623429,2.8727263,2.20084655,3.184539467
1700028B04Rik,0.483982967,0.037882667,0.001723592,0.00155065,0.007057617
1700028E10Rik,0.036402083,0.475247283,2.6422504,1.65752275,0.926787117
1700028J19Rik,0.305059967,0.459795333,0.59873775,0.5868735,1.24204705
1700028K03Rik,1.409337117,1.31157225,1.314022567,1.540344,1.71670025
1700029H14Rik,0.151903467,0,1.103493633,1.1667206,0.819391508
1700029I15Rik,0,0.2066562,0.001723592,0.537491833,0.263016908
1700029J07Rik,0.101333633,1.26880645,0.168935667,0.701637433,0.54628525
1700029P11Rik,3.63370265,0.02304075,0.131355167,0.00155065,0.007057617
1700030C10Rik,4.347215117,0.638820517,1.215051417,0.9824767,0.6200948
1700030J22Rik,1.731852633,1.152933633,1.006911517,1.221481733,1.151420367
1700030K09Rik,8.250683683,7.96766365,5.655413833,7.734687017,8.110849333
1700034J05Rik,0.5543412,2.19148395,2.13904055,1.26807605,1.039726583
1700034P13Rik,0.164241417,0.214470117,0.1215754,0.145198933,0.343075833
1700037C18Rik,0.50451215,1.29288325,1.0586025,1.728565217,2.58089135
1700037H04Rik,40.78018762,19.44568375,16.80204392,17.26497232,33.62957477
1700042O10Rik,0.728084683,0.02196875,0.540637767,0.179295467,0.007057617
1700047A11Rik,0.168502533,1.038919533,1.073121483,1.02254065,0.606594667
1700047I17Rik2,0.424194983,0.463669933,0.64360915,0.587190167,1.060523467
1700048M11Rik,0.4982113,0.439892317,1.00716815,0.7926253,0.368874942
1700052K11Rik,1.250250767,2.561744017,4.335333033,4.934540367,5.864289933
1700056E22Rik,0,0.54936215,0.849570933,1.033028817,0.718967833
1700057H21Rik,0.275483333,0,0.001723592,0.00155065,0.007057617
1700061G19Rik,8.290750383,0.267135633,0.3551613,0.412840967,0.57231335
1700066M21Rik,3.300970917,3.5427749,2.704663967,4.186829983,5.2665767
1700067K01Rik,0.658620333,0.141110967,0.313327083,0.1425606,0.287839875
1700071K01Rik,0,0.009279833,0.001723592,0.00155065,0.007057617
1700084E18Rik,0.797366133,0.71733735,0.767319583,0.676875467,1.110709183
1700086O06Rik,1.482670417,3.182945167,2.31895385,2.930768783,2.246155
1700092M07Rik,2.002998633,1.942027933,1.355755417,1.029895883,2.28052155
1700094D03Rik,1.7693703,2.335601917,1.951423367,2.446946517,2.364260583
1700094J05Rik,0.501375333,0.547633283,0.334187492,0.4249438,0.9871311
1700095A21Rik,1.686741833,0.014381883,0.001723592,0.00155065,0.007057617
1700095J12Rik,1.324217267,1.46715925,1.146840383,1.24131245,1.621842183
1700096K18Rik,0.59577825,0.4736289,0.7807539,0.913162317,1.724784233
1700097N02Rik,1.570745633,0.37685555,0.001723592,0.00155065,0.689898117
1700099I09Rik,0.028196717,0.402317883,0.638931267,0.543161183,0.939880533
1700100L14Rik,0,0.038091283,0.206249892,0.076101767,0.007057617
1700101I11Rik,0.054816917,0.056836583,0.181278517,0.1163339,1.267189683
1700102P08Rik,0.819109467,0.360032167,0.750491733,0.66618245,0.778061
1700105P06Rik,0.88593365,0.669540267,0.789564283,0.68409805,0.896036183
1700108J01Rik,0.368964033,0.97526075,0.099944042,0.112200367,0.36281895
1700109H08Rik,2.57693065,4.1188486,3.853503583,5.418033,5.096776083
1700109K24Rik,2.645840467,4.630573267,4.875078033,2.971950017,2.04504045
1700110I01Rik,0.0301374,0.040940583,0.131462967,0.202794,1.08556335
1700112E06Rik,0,0,0.001723592,0.413982833,0.83263105
1700112J16Rik,0.01265085,0.1608877,0.60054015,0.360266567,0.469192833
1700113A16Rik,0.806428783,0.690999417,0.5227634,0.9412225,1.44974675
1700120C14Rik,1.374144317,0.71768455,0.271492592,0.84111875,1.551310867
1700120K04Rik,0.1764193,1.120153483,1.04574375,1.1041917,1.160419233
1700123M08Rik,0.949863533,1.808683983,0.9162706,1.66346605,2.097733217
1700123O20Rik,17.0236458,15.02601207,14.31410023,18.70069977,16.77429025
1700124L16Rik,0,0.259521767,0.001723592,0.00155065,0.472833808
1700125H03Rik,0,0.433417467,1.81433925,3.240782383,1.634411617
1810009A15Rik,88.47234253,89.28013797,47.39823738,67.02773063,85.5630684
1810010H24Rik,0.241524883,0.6666859,0.814399833,0.839860067,1.587988933
1810011O10Rik,1.536841567,3.911913267,86.73159775,22.36339517,1.339075167
1810012K16Rik,0.041789017,0.149066583,0.261174608,0.00155065,0.007057617
1810013L24Rik,22.8185953,11.05206192,13.47256803,13.14743765,13.77135447
1810014B01Rik,1.963465133,1.719946283,1.35325735,2.78513575,5.12889075
1810019D21Rik,1.990382067,0.154339483,0.5733991,0.476999167,1.10610445
1810022K09Rik,159.2868842,142.4025953,95.22937622,127.3297765,138.9458933
1810026B05Rik,6.850241017,5.906901733,4.3407503,6.351445283,6.769436667
1810030O07Rik,14.88563398,10.51350548,10.80651373,12.4059851,11.81477367
1810032O08Rik,23.34610388,18.94161633,10.06306103,13.37642653,15.72870082
1810034E14Rik,1.000512083,2.30261235,0.902683467,0.546221,0.553103183
1810037I17Rik,30.73782322,17.23445263,23.6925743,19.13255893,27.43141968
1810041H14Rik,0.9952279,1.0330757,0.001723592,0.657226833,0.198198992
1810043G02Rik,4.8524854,7.929884933,7.0431716,8.170414733,7.322900833
1810044D09Rik,0.542012,1.605883283,1.270929583,0.660885567,2.41408355
1810055G02Rik,14.84979532,14.11455503,8.8520463,6.2745771,6.12866655
1810058I24Rik,24.70799383,24.16279585,36.12835263,26.65891253,53.19634628
1810062G17Rik,0,0.032703317,0.810475317,0.00155065,0.007057617
1810062O18Rik,0.088058933,0.235155533,0.853350783,0.560280633,1.077863417
1810063I02Rik,0.276793767,0,0.001723592,0.00155065,0.007057617
2010001A14Rik,0.550375533,0.538430333,1.571112567,0.539659267,1.316068433
2010009K17Rik,0.35185945,0.318102733,0.576960683,0.8034646,1.1760155
2010010A06Rik,1.301684967,0.3408995,0.247953375,0.872721483,0.940481517
2010106C02Rik,0.017076083,0.982652867,1.003574917,0.487225167,0.575828867
2010107E04Rik,134.0581077,157.1650366,140.4795349,158.0325674,175.8322209
2010107G23Rik,3.1665138,0.635795533,0.001723592,0.065347383,0.181041392
2010111I01Rik,15.0183551,4.2936185,16.24953617,10.47799268,8.0098519
2010204K13Rik,19.9358576,6.566120033,5.19192855,5.432822717,7.847019567
2010315B03Rik,0.328639517,1.805602983,2.059642583,2.072902467,2.8344641
2010320M18Rik,9.133460467,12.2127347,8.869953483,9.082684267,10.1160262
2200002D01Rik,1.851629267,0.583834933,0.576708483,0.379332083,0.472308842
2210011C24Rik,0.848655183,0,0.196074808,0.00155065,0.007057617
2210013O21Rik,9.096455267,10.53703482,20.40163393,18.88005293,12.64423477
2210016F16Rik,4.790844183,4.202894183,4.058657267,4.928364683,6.804359917
2210016L21Rik,17.42512913,15.42729302,13.81539575,14.53174595,13.2974209
2210406O10Rik,0.082800283,0.132487167,0.264580433,0.38724545,0.943323617
2210408F21Rik,0,0,0.092669133,0.1453397,0.995424583
2210408I21Rik,2.237300983,3.81823695,2.500185,3.1073492,3.8343077
2210409E12Rik,1.215610617,0,0.001723592,0.00155065,0.007057617
2210418O10Rik,5.279457917,4.044579067,2.375840333,4.994217,4.9218157
2300009A05Rik,0.4262887,1.02936005,1.263253267,1.80234905,2.291596483
2310009A05Rik,8.91826695,7.770743083,10.1111258,9.47806635,11.77837948
2310009B15Rik,1.156409017,2.290147317,2.299252667,3.442556317,3.57801905
2310010J17Rik,3.033563417,3.49561345,2.038910017,2.7331038,6.272105217
2310011J03Rik,10.32945937,8.787929,8.940823,9.3519882,11.88329628
2310015A10Rik,0.920498183,0.678353767,0.672879217,0.9191353,1.159167383
2310022A10Rik,10.67730992,4.9268214,3.900020567,5.115510583,5.568722133
2310022B05Rik,8.788062517,23.435137,17.02480463,7.9440449,4.65585195
2310030G06Rik,3.938932333,1.409942533,0.187544467,0.316990583,0.8182611
2310033P09Rik,7.256992783,9.404575783,7.879097733,9.6204672,10.5567156
2310034G01Rik,0.1231845,0.558262717,0.116803375,0.114028933,0.260934858
2310035C23Rik,13.9639867,8.783431483,11.7258633,11.63520203,15.35599373
2310036O22Rik,59.96377092,76.9131849,84.13641873,88.76840562,79.11002408
2310039H08Rik,3.879558017,2.899835567,3.537951633,5.0952124,8.179261833
2310039L15Rik,0.182659817,0.07081495,0.001723592,0.00155065,0.007057617
2310040G24Rik,2.60729695,0.713937733,0.484896067,0.971579933,0.787263883
2310045n01rik-mef2b,0.656975383,0.176614833,0.096702642,0.145193267,0.139656258
2310057M21Rik,5.4692923,6.892357233,6.33799725,5.96767555,6.983981517
2310061I04Rik,14.39562073,9.888762617,7.242400867,11.41988298,9.943696
2310068J16Rik,0.532088267,0.687455217,0.3556963,0.5774329,0.7451919
2400006E01Rik,7.94633735,1.171809367,0.316015317,0.616393767,1.710662967
2410002F23Rik,44.3426395,29.57392633,22.65978667,29.898695,27.72265325
2410003L11Rik,19.6974986,1.976347683,1.6260072,3.326493267,4.520294983
2410004B18Rik,15.14405563,13.98068203,13.97433317,14.08426812,12.41544188
2410004I01Rik,0.448228717,0.5388668,0.001723592,0.13752515,0.147993958
2410006H16Rik,98.71101818,125.9641391,65.43396512,87.50885235,84.02715232
2410015M20Rik,34.71159993,41.74476848,33.26130143,38.96046118,53.95321448
2410021H03Rik,4.0324349,0.792073467,0.544684017,0.093001733,0.007057617
2410089E03Rik,11.45847083,11.99040192,8.635078067,8.599267083,7.017576583
2410124H12Rik,0.59369905,0.041171433,0.001723592,0.00155065,0.155009292
2410131K14Rik,6.4724744,5.985714683,3.299890233,2.536713017,2.075303367
2410137M14Rik,3.426284233,0.009196933,0.001723592,0.00155065,0.007057617
2410141K09Rik,23.43788815,0.1699178,0.001723592,0.00155065,0.007057617
2500002B13Rik,37.95684467,5.300324033,6.999168733,4.991077567,6.300338683
2500004C02Rik,1.07248765,1.542074833,1.521042533,2.70748455,3.369302117
2510002D24Rik,4.433170333,4.3499519,3.9359922,6.155175017,8.8807031
2510003B16Rik,1.541116117,1.171014717,0.295892017,1.26300865,1.026482567
2510009E07Rik,0.018653383,0.56039615,1.253403267,0.768211317,0.6875028
2510039O18Rik,14.56820833,11.30469402,18.92725232,16.36216802,16.15445587
2610001J05Rik,6.3956535,6.3897841,4.797731517,6.0424499,7.7057607
2610002M06Rik,1.337940867,2.328841233,4.104081233,4.13407435,4.45772525
2610005L07Rik,20.72567892,23.45511388,28.43195457,30.51515443,28.55092878
2610008E11Rik,6.017335583,13.47448562,21.91914703,13.5457765,11.56437698
2610020C07Rik,3.692807633,4.63559745,3.3593037,4.419674183,4.517422283
2610020H08Rik,3.955356717,9.435295967,5.297847667,6.4835127,6.73090375
2610027K06Rik,0.294507967,0.736191917,0.4005149,0.51946255,0.51006045
2610035D17Rik,0.1753555,0.3888539,0.20328235,0.107728167,0.078856308
2610035F20Rik,0.278098183,1.207106133,0.660949167,0.044567467,0.007057617
2610037D02Rik,1.566174317,0.013167867,0.001723592,0.00155065,0.007057617
2610042L04Rik,3.246127933,5.881660517,3.1085657,2.363240767,1.7805245
2610044O15Rik8,7.785860883,6.108934883,3.642215633,5.435176183,4.989877767
2610301B20Rik,6.3978338,10.28488843,6.423677117,9.405884167,12.19276722
2610306M01Rik,1.010796383,1.4624213,2.1222365,3.244544683,3.444541883
2610307P16Rik,4.853988883,3.92208115,1.155656167,0.55726115,0.4061185
2610318N02Rik,13.03252747,13.42751567,6.154899617,6.841422367,5.841956467
2610507B11Rik,44.81779563,49.27424378,74.26137127,59.27875292,59.13940152
2610524H06Rik,13.45719405,9.824521567,6.6824216,7.164510717,8.539146917
2610528J11Rik,6.5695491,0,0.001723592,0.00155065,0.931492992
2700038G22Rik,13.8835741,9.071975633,3.022589633,4.873961767,6.286423883
2700046A07Rik,0.01701155,1.106375383,9.425713133,4.848436117,0.718126467
2700046G09Rik,0.278150483,0.843532,0.5310852,0.5621489,0.613632833
2700049A03Rik,21.1117103,16.27132588,8.570018183,14.27345173,16.36897808
2700060E02Rik,90.68001488,75.4561584,67.5211658,67.0912536,64.8459398
2700062C07Rik,16.14447235,9.835431867,6.5206362,8.662119617,10.74352248
2700081O15Rik,3.584626383,5.99722795,7.26336785,6.724019883,6.2909741
2700097O09Rik,22.41343775,16.36704788,7.7337778,11.13547807,12.04291837
2700099C18Rik,14.0611708,18.83327723,9.413024683,11.8760364,11.20498555
2810001G20Rik,3.644807867,3.307219733,2.41941015,2.960577517,4.360852417
2810002D19Rik,4.25194115,2.885211833,1.7484014,2.5550701,2.765420583
2810004N23Rik,84.20685708,98.40806495,57.683838,70.55125192,84.43453375
2810006K23Rik,7.704516,10.64909328,10.5773854,13.40926385,12.66316092
2810013P06Rik,7.418669333,7.698127783,3.610794367,4.1175339,6.153577433
2810021J22Rik,2.960391017,3.560474083,1.294748083,2.211288583,3.812273533
2810025M15Rik,50.33408472,36.20848382,56.55327138,43.16908028,24.30141658
2810403A07Rik,37.51812925,35.41446427,25.46265735,26.23096723,25.1853685
2810408A11Rik,4.781956067,9.61329845,1.61510585,3.31033545,3.016253183
2810408I11Rik,11.26377413,8.20255195,4.2295832,6.747857217,7.302661267
2810410L24Rik,1.301742683,0.950917583,1.184021517,2.162604917,1.533769017
2810428I15Rik,28.5884152,21.52571567,33.92389507,37.0889445,44.04807165
2810429I04Rik,1.368678633,0.60250035,0.2071817,0.00155065,0.007057617
2810454H06Rik,0.533183183,0.7645819,0.3158542,0.475127233,0.740706733
2810468N07Rik,0.2710938,1.204151467,1.548813517,1.0724401,0.715437517
2810474O19Rik,55.2336793,20.51190855,38.80331535,35.32806908,45.39320137
2900009J06Rik,0.23902755,0.365338,0.62042515,1.111244067,1.720382267
2900011O08Rik,12.58312477,0.062333983,0.117631542,0.07115665,0.106686808
2900026A02Rik,3.129040117,2.6454691,7.0045178,5.280021083,4.071449017
2900041M22Rik,0.503655833,0,0.001723592,0.00155065,0.007057617
2900060B14Rik,3.4782504,3.39094425,1.757297067,3.07879195,4.5884903
2900076A07Rik,3.15057595,3.422143583,2.343865983,2.698433917,2.166527817
2900097C17Rik,28.25286267,48.37597303,46.68988122,49.29924347,45.73198045
3000002C10Rik,0.979034883,1.129884617,0.761097967,1.631835183,1.246690383
3010003L21Rik,4.3657047,2.189880917,1.46630045,2.07432185,2.17278515
3110002H16Rik,13.79488447,6.70874445,23.59747847,15.1210736,11.26336057
3110009E18Rik,5.121783033,3.3144487,4.169410583,6.94778015,6.295091783
3110021A11Rik,0.734695883,0.6025605,0.307679267,0.5604548,0.75123445
3110040N11Rik,7.626899883,5.721940133,6.250741417,7.107384267,11.07013417
3110043O21Rik,5.860486317,8.430506233,8.207307717,5.30099915,4.184717883
3110056K07Rik,3.23237455,1.72078095,3.79626495,4.705048017,5.7910924
3110062M04Rik,1.2749003,5.578382983,9.143094383,15.18959095,12.73472152
3110082I17Rik,12.67420497,10.12672307,4.983419767,9.149210117,10.85067182
3300002I08Rik,2.05390915,2.641436133,2.383501617,2.236225233,1.676499117
3632451O06Rik,4.347862183,9.646991917,2.156857783,0.732104233,1.004667667
3830406C13Rik,1.872936733,1.706290583,1.253448317,1.7855401,2.92923765
3830408C21Rik,0.543773417,0.984824133,0.880001133,1.819833583,1.529236083
3830417A13Rik,0.416380233,0,3.439678833,1.451152083,1.228165425
3830432H09Rik,0.10322855,0.421728533,0.901100883,0.978512733,1.15018
4631405J19Rik,0.170040883,0.45739295,0.672870533,0.8856951,0.832881233
4632404H12Rik,1.479957483,1.19667435,0.580739533,0.850269683,0.912081617
4632415L05Rik,1.326697217,2.843580033,1.326244467,2.679680217,2.610982233
4632427E13Rik,8.19454795,6.892718667,5.258747517,7.21220185,14.1343044
4732416N19Rik,0,0.294118867,0.287871467,0.157735417,0.668968392
4732471J01Rik,1.8346672,0.514589667,0.333980133,0.1289161,0.317463417
4833412C05Rik,0,0.132750333,0.537448267,0.335431267,0.294258783
4833417C18Rik,4.988459067,2.852055633,1.172996417,2.421841583,1.995766383
4833420G17Rik,13.03293818,13.88272347,7.916863833,11.54301435,10.93678138
4833422C13Rik,0.003947283,0.429535783,1.334113217,1.6225665,3.37424135
4833439L19Rik,47.6273092,34.85381153,31.42697852,30.0105957,26.84810323
4921511C10Rik,0.255964867,0.826509233,0.884322283,1.38586645,0.795757333
4921524J17Rik,20.02351128,17.3393181,17.54506787,15.27410423,13.41829813
4921531C22Rik,0.638018233,1.131172383,0.772742117,1.1504501,1.66149355
4930402H24Rik,1.5172992,3.992329067,10.57036772,4.058337683,4.2549349
4930404I05Rik,1.3160941,1.323693883,1.140047917,2.292628117,1.224606467
4930404N11Rik,4.169527483,4.784045133,2.770567467,3.2969552,4.7499107
4930405A21Rik,0.551415217,0.479507717,0.344589533,0.459980967,0.780941283
4930405J17Rik,1.541002533,0,0.001723592,0.442391417,0.210021392
4930405O22Rik,0.643172733,2.1173995,2.363084583,2.162745433,2.46024645
4930412O13Rik,0.0117152,5.744512067,2.928761583,1.036196467,0.007057617
4930413G21Rik,0.0446249,0.393020433,0.39900845,0.580428667,1.217961833
4930414N06Rik,1.68601435,2.16985455,2.427646117,2.147139733,2.068082267
4930415F15Rik,0.0361737,0.1763525,0.555286033,0.489941117,1.2916341
4930427A07Rik,16.41801495,3.761104933,4.9356193,5.277468583,5.2515496
4930429B21Rik,1.200353283,0.39469425,1.161165983,1.030146283,0.549500433
4930430F08Rik,7.016926183,4.91153425,3.407313767,4.623256167,6.298237117
4930432K21Rik,4.015940617,1.381085033,0.924669433,1.051205167,1.662337183
4930444G20Rik,1.0767032,0.029811667,0.052002283,0.047043683,0.060224692
4930444M15Rik,2.734807967,0.032871217,0.856151017,0.723605267,0.423406675
4930447C04Rik,16.09694228,6.744776967,2.696225083,3.403208233,4.28807125
4930451G09Rik,0.444180967,1.172223217,0.7122444,1.041650617,1.20691735
4930452B06Rik,6.560839767,4.531326883,2.2517355,3.129415667,3.78101975
4930453N24Rik,51.94586975,41.30739198,36.28391268,40.61112023,47.40524103
4930455C13Rik,1.989314367,1.759481567,1.949288567,2.163561033,2.973987917
4930461G14Rik,7.512375183,0.025038917,0.001723592,0.00155065,0.007057617
4930465K10Rik,1.12742615,0.674443333,0.32740335,0.9029465,1.856504283
4930469G21Rik,1.021667517,0.1417144,0.001723592,0.0738622,0.007057617
4930473A02Rik,0.099009767,0.6704436,0.868115,0.589139117,0.75286315
4930478L05Rik,0.54769625,0.7561087,0.77441785,1.324845717,1.3871918
4930480K23Rik,0.497635283,1.946049483,0.9373851,2.510720567,3.236133617
4930483K19Rik,1.156809633,1.850750883,0.99128755,1.224243433,1.023581983
4930486L24Rik,0.322881217,0,3.027030533,3.64120585,2.085276367
4930487H11Rik,2.6321534,2.209089133,4.977727667,1.4782034,0.007057617
4930502E09Rik,0.109998,0.566682917,0.854738383,0.63690285,1.432114283
4930502E18Rik,1.326414217,0.055523283,0.827674317,0.356952567,0.007057617
4930503L19Rik,12.58128533,19.02613198,11.05972368,10.02801168,11.34904145
4930507D05Rik,1.00863555,0.903087583,1.134438083,1.8754553,1.618237417
4930509E16Rik,0.798455133,0.178903667,0.390070517,0.284998817,0.342517033
4930511A08Rik,1.719231333,3.985511683,3.222407067,2.4047124,1.063662067
4930512B01Rik,0.490254733,2.109845483,3.630938783,2.23368365,1.4957137
4930513N10Rik,2.263376083,1.660737117,1.33344255,2.002319017,1.749973567
4930515G01Rik,0.671415267,0.731223217,1.191651233,1.427173433,1.044734283
4930519F16Rik,1.726225967,0.073998433,0.543766417,0.070695967,0.363835483
4930520O04Rik,0.25450865,0.2530582,0.444008333,0.71708425,0.4170672
4930521E06Rik,0.045743267,0.530129083,0.877676567,0.577767333,0.82935185
4930524B15Rik,2.8429972,0.020550767,0.001723592,0.00155065,0.092626925
4930526I15Rik,1.341668667,0.989929617,1.044950367,1.105786283,2.27443965
4930526L06Rik,7.498555333,0.405494483,0.001723592,0.00155065,0.118124792
4930528A17Rik,0.586330883,0.873067,1.040430817,1.238991,1.367386517
4930539E08Rik,1.381112733,0.028085867,0.132608767,0.07293765,0.062890475
4930539J05Rik,1.465465533,0.7484954,1.321137533,2.866787217,2.406884
4930544G11Rik,0,0,0.001723592,0.00155065,0.007057617
4930548H24Rik,10.09565422,0.5614002,0.390280767,0.438993717,0.574774183
4930549C15Rik,0.169386667,1.203013133,0.6358421,0.367803783,0.138378492
4930549G23Rik,2.921796717,3.1362833,2.6740849,2.1933164,2.93776645
4930550C14Rik,0.513875667,0.281118583,0.251857567,1.432982267,2.299312217
4930556M19Rik,0.2911818,0.388968967,0.6882305,1.06073455,0.670752733
4930556N13Rik,1.433181367,0.439856433,0.300633717,0.3292671,0.414860708
4930557K07Rik,1.223277383,1.095761783,1.743925833,1.617750617,1.178416283
